layer,input_index,output_index,weight
fc3.weight,22,9,13
fc3.weight,23,9,-826
fc3.weight,24,9,-423
fc3.weight,25,9,-658
fc3.weight,26,9,-599
fc3.weight,27,9,0
fc3.weight,28,9,682
fc3.weight,29,9,0
fc3.weight,30,9,0
fc3.weight,31,9,-483
fc3.weight,32,9,892
fc3.weight,33,9,0
fc3.weight,34,9,0
fc3.weight,35,9,886
fc3.weight,36,9,258
fc3.weight,37,9,0
fc3.weight,38,9,444
fc3.weight,39,9,0
fc3.weight,40,9,-274
fc3.weight,41,9,0
fc3.weight,42,9,-1133
fc3.weight,43,9,463
fc3.weight,44,9,0
fc3.weight,45,9,-869
fc3.weight,46,9,0
fc3.weight,47,9,468
fc3.weight,48,9,943
fc3.weight,49,9,54
fc3.weight,50,9,-348
fc3.weight,51,9,-982
fc3.weight,52,9,-59
fc3.weight,53,9,0
fc3.weight,54,9,-482
fc3.weight,55,9,-189
fc3.weight,56,9,0
fc3.weight,57,9,1064
fc3.weight,58,9,-488
fc3.weight,59,9,269
fc3.weight,60,9,0
fc3.weight,61,9,-79
fc3.weight,62,9,0
fc3.weight,63,9,0
fc3.weight,64,9,0
fc3.weight,65,9,696
fc3.weight,66,9,-1490
fc3.weight,67,9,668
fc3.weight,68,9,-5
fc3.weight,69,9,-1385
fc3.weight,70,9,-75
fc3.weight,71,9,0
fc3.weight,72,9,-2283
fc3.weight,73,9,-100
fc3.weight,74,9,1029
fc3.weight,75,9,47
fc3.weight,76,9,-845
fc3.weight,77,9,727
fc3.weight,78,9,-1068
fc3.weight,79,9,0
fc3.weight,80,9,0
fc3.weight,81,9,0
fc3.weight,82,9,-548
fc3.weight,83,9,0
fc3.weight,84,9,0
fc3.weight,85,9,0
fc3.weight,86,9,-507
fc3.weight,87,9,0
fc3.weight,88,9,0
fc3.weight,89,9,-2230
fc3.weight,90,9,0
fc3.weight,91,9,-3726
fc3.weight,92,9,-762
fc3.weight,93,9,256
fc3.weight,94,9,-71
fc3.weight,95,9,180
fc3.weight,96,9,182
fc3.weight,97,9,-1139
fc3.weight,98,9,0
fc3.weight,99,9,-1625
fc3.weight,100,9,0
fc3.weight,101,9,37
fc3.weight,102,9,-1540
fc3.weight,103,9,-475
fc3.weight,104,9,121
fc3.weight,105,9,-1099
fc3.weight,106,9,1596
fc3.weight,107,9,0
fc3.weight,108,9,-129
fc3.weight,109,9,721
fc3.weight,110,9,0
fc3.weight,111,9,257
fc3.weight,112,9,-173
fc3.weight,113,9,0
fc3.weight,114,9,449
fc3.weight,115,9,393
fc3.weight,116,9,-433
fc3.weight,117,9,-49
fc3.weight,118,9,0
fc3.weight,119,9,0
fc3.weight,120,9,418
fc3.weight,121,9,0
fc3.weight,122,9,0
fc3.weight,123,9,-423
fc3.weight,124,9,304
fc3.weight,125,9,570
fc3.weight,126,9,-586
fc3.weight,127,9,-1300
fc3.weight,0,10,-5815
fc3.weight,1,10,-10
fc3.weight,2,10,34
fc3.weight,3,10,-732
fc3.weight,4,10,0
fc3.weight,5,10,0
fc3.weight,6,10,258
fc3.weight,7,10,-121
fc3.weight,8,10,-334
fc3.weight,9,10,0
fc3.weight,10,10,-587
fc3.weight,11,10,-299
fc3.weight,12,10,1048
fc3.weight,13,10,-1766
fc3.weight,14,10,0
fc3.weight,15,10,0
fc3.weight,16,10,2
fc3.weight,17,10,106
fc3.weight,18,10,0
fc3.weight,19,10,-87
fc3.weight,20,10,160
fc3.weight,21,10,-266
fc3.weight,22,10,693
fc3.weight,23,10,27
fc3.weight,24,10,-447
fc3.weight,25,10,339
fc3.weight,26,10,2352
fc3.weight,27,10,0
fc3.weight,28,10,976
fc3.weight,29,10,0
fc3.weight,30,10,0
fc3.weight,31,10,59
fc3.weight,32,10,745
fc3.weight,33,10,0
fc3.weight,34,10,0
fc3.weight,35,10,-487
fc3.weight,36,10,-905
fc3.weight,37,10,0
fc3.weight,38,10,472
fc3.weight,39,10,0
fc3.weight,40,10,-306
fc3.weight,41,10,0
fc3.weight,42,10,-2
fc3.weight,43,10,491
fc3.weight,44,10,0
fc3.weight,45,10,915
fc3.weight,46,10,0
fc3.weight,47,10,35
fc3.weight,48,10,46
fc3.weight,49,10,-2917
fc3.weight,50,10,-556
fc3.weight,51,10,-1590
fc3.weight,52,10,223
fc3.weight,53,10,0
fc3.weight,54,10,-1491
fc3.weight,55,10,-70
fc3.weight,56,10,0
fc3.weight,57,10,36
fc3.weight,58,10,725
fc3.weight,59,10,-203
fc3.weight,60,10,0
fc3.weight,61,10,308
fc3.weight,62,10,0
fc3.weight,63,10,0
fc3.weight,64,10,0
fc3.weight,65,10,-230
fc3.weight,66,10,-1739
fc3.weight,67,10,162
fc3.weight,68,10,-68
fc3.weight,69,10,-337
fc3.weight,70,10,82
fc3.weight,71,10,0
fc3.weight,72,10,-1118
fc3.weight,73,10,-1984
fc3.weight,74,10,631
fc3.weight,75,10,-399
fc3.weight,76,10,-2142
fc3.weight,77,10,234
fc3.weight,78,10,950
fc3.weight,79,10,0
fc3.weight,80,10,0
fc3.weight,81,10,0
fc3.weight,82,10,-177
fc3.weight,83,10,0
fc3.weight,84,10,0
fc3.weight,85,10,0
fc3.weight,86,10,-1012
fc3.weight,87,10,0
fc3.weight,88,10,0
fc3.weight,89,10,922
fc3.weight,90,10,0
fc3.weight,91,10,-2116
fc3.weight,92,10,1158
fc3.weight,93,10,384
fc3.weight,94,10,-2515
fc3.weight,95,10,-83
fc3.weight,96,10,-483
fc3.weight,97,10,-3480
fc3.weight,98,10,0
fc3.weight,99,10,79
fc3.weight,100,10,0
fc3.weight,101,10,631
fc3.weight,102,10,918
fc3.weight,103,10,41
fc3.weight,104,10,265
fc3.weight,105,10,-1948
fc3.weight,106,10,-2822
fc3.weight,107,10,0
fc3.weight,108,10,-638
fc3.weight,109,10,384
fc3.weight,110,10,0
fc3.weight,111,10,324
fc3.weight,112,10,-37
fc3.weight,113,10,0
fc3.weight,114,10,-215
fc3.weight,115,10,980
fc3.weight,116,10,1143
fc3.weight,117,10,-1
fc3.weight,118,10,0
fc3.weight,119,10,0
fc3.weight,120,10,-849
fc3.weight,121,10,0
fc3.weight,122,10,0
fc3.weight,123,10,81
fc3.weight,124,10,38
fc3.weight,125,10,117
fc3.weight,126,10,12
fc3.weight,127,10,147
fc3.weight,0,11,113
fc3.weight,1,11,-396
fc3.weight,2,11,-226
fc3.weight,3,11,121
fc3.weight,4,11,0
fc3.weight,5,11,0
fc3.weight,6,11,855
fc3.weight,7,11,-782
fc3.weight,8,11,2418
fc3.weight,9,11,0
fc3.weight,10,11,1287
fc3.weight,11,11,-498
fc3.weight,12,11,500
fc3.weight,13,11,208
fc3.weight,14,11,0
fc3.weight,15,11,0
fc3.weight,16,11,823
fc3.weight,17,11,104
fc3.weight,18,11,0
fc3.weight,19,11,49
fc3.weight,20,11,-10
fc3.weight,21,11,227
fc3.weight,22,11,-451
fc3.weight,23,11,-218
fc3.weight,24,11,-217
fc3.weight,25,11,-795
fc3.weight,26,11,1038
fc3.weight,27,11,0
fc3.weight,28,11,17
fc3.weight,29,11,0
fc3.weight,30,11,0
fc3.weight,31,11,-189
fc3.weight,32,11,-36
fc3.weight,33,11,0
fc3.weight,34,11,0
fc3.weight,35,11,1357
fc3.weight,36,11,130
fc3.weight,37,11,0
fc3.weight,38,11,146
fc3.weight,39,11,0
fc3.weight,40,11,-82
fc3.weight,41,11,0
fc3.weight,42,11,158
fc3.weight,43,11,-2516
fc3.weight,44,11,0
fc3.weight,45,11,-2206
fc3.weight,46,11,0
fc3.weight,47,11,-2644
fc3.weight,48,11,203
fc3.weight,49,11,13
fc3.weight,50,11,-61
fc3.weight,51,11,1828
fc3.weight,52,11,288
fc3.weight,53,11,0
fc3.weight,54,11,-259
fc3.weight,55,11,590
fc3.weight,56,11,0
fc3.weight,57,11,-47
fc3.weight,58,11,-17
fc3.weight,59,11,-1932
fc3.weight,60,11,0
fc3.weight,61,11,-55
fc3.weight,62,11,0
fc3.weight,63,11,0
fc3.weight,64,11,0
fc3.weight,65,11,-136
fc3.weight,66,11,1755
fc3.weight,67,11,911
fc3.weight,68,11,2
fc3.weight,69,11,997
fc3.weight,70,11,1124
fc3.weight,71,11,0
fc3.weight,72,11,217
fc3.weight,73,11,-95
fc3.weight,74,11,3
fc3.weight,75,11,-59
fc3.weight,76,11,-79
fc3.weight,77,11,-10716
fc3.weight,78,11,1925
fc3.weight,79,11,0
fc3.weight,80,11,0
fc3.weight,81,11,0
fc3.weight,82,11,607
fc3.weight,83,11,0
fc3.weight,84,11,0
fc3.weight,85,11,0
fc3.weight,86,11,-342
fc3.weight,87,11,0
fc3.weight,88,11,0
fc3.weight,89,11,-819
fc3.weight,90,11,0
fc3.weight,91,11,-44
fc3.weight,92,11,-367
fc3.weight,93,11,329
fc3.weight,94,11,-126
fc3.weight,95,11,9
fc3.weight,96,11,68
fc3.weight,97,11,1646
fc3.weight,98,11,0
fc3.weight,99,11,474
fc3.weight,100,11,0
fc3.weight,101,11,-181
fc3.weight,102,11,102
fc3.weight,103,11,351
fc3.weight,104,11,-846
fc3.weight,105,11,113
fc3.weight,106,11,-3831
fc3.weight,107,11,0
fc3.weight,108,11,221
fc3.weight,109,11,67
fc3.weight,110,11,0
fc3.weight,111,11,97
fc3.weight,112,11,-382
fc3.weight,113,11,0
fc3.weight,114,11,-242
fc3.weight,115,11,-65
fc3.weight,116,11,64
fc3.weight,117,11,717
fc3.weight,118,11,0
fc3.weight,119,11,0
fc3.weight,120,11,-53
fc3.weight,121,11,0
fc3.weight,122,11,0
fc3.weight,123,11,2135
fc3.weight,124,11,-274
fc3.weight,125,11,-2064
fc3.weight,126,11,-986
fc3.weight,127,11,168
fc3.weight,0,12,0
fc3.weight,1,12,0
fc3.weight,2,12,0
fc3.weight,3,12,0
fc3.weight,4,12,0
fc3.weight,5,12,0
fc3.weight,6,12,0
fc3.weight,7,12,0
fc3.weight,8,12,0
fc3.weight,9,12,0
fc3.weight,10,12,0
fc3.weight,11,12,0
fc3.weight,12,12,0
fc3.weight,13,12,0
fc3.weight,14,12,0
fc3.weight,15,12,0
fc3.weight,16,12,0
fc3.weight,17,12,0
fc3.weight,18,12,0
fc3.weight,19,12,0
fc3.weight,20,12,0
fc3.weight,21,12,0
fc3.weight,22,12,0
fc3.weight,23,12,0
fc3.weight,24,12,0
fc3.weight,25,12,0
fc3.weight,26,12,0
fc3.weight,27,12,0
fc3.weight,28,12,0
fc3.weight,29,12,0
fc3.weight,30,12,0
fc3.weight,31,12,0
fc3.weight,32,12,0
fc3.weight,33,12,0
fc3.weight,34,12,0
fc3.weight,35,12,0
fc3.weight,36,12,0
fc3.weight,37,12,0
fc3.weight,38,12,0
fc3.weight,39,12,0
fc3.weight,40,12,0
fc3.weight,41,12,0
fc3.weight,42,12,0
fc3.weight,43,12,0
fc3.weight,44,12,0
fc3.weight,45,12,0
fc3.weight,46,12,0
fc3.weight,47,12,0
fc3.weight,48,12,0
fc3.weight,49,12,0
fc3.weight,50,12,0
fc3.weight,51,12,0
fc3.weight,52,12,0
fc3.weight,53,12,0
fc3.weight,54,12,0
fc3.weight,55,12,0
fc3.weight,56,12,0
fc3.weight,57,12,0
fc3.weight,58,12,0
fc3.weight,59,12,0
fc3.weight,60,12,0
fc3.weight,61,12,0
fc3.weight,62,12,0
fc3.weight,63,12,0
fc3.weight,64,12,0
fc3.weight,65,12,0
fc3.weight,66,12,0
fc3.weight,67,12,0
fc3.weight,68,12,0
fc3.weight,69,12,0
fc3.weight,70,12,0
fc3.weight,71,12,0
fc3.weight,72,12,0
fc3.weight,73,12,0
fc3.weight,74,12,0
fc3.weight,75,12,0
fc3.weight,76,12,0
fc3.weight,77,12,0
fc3.weight,78,12,0
fc3.weight,79,12,0
fc3.weight,80,12,0
fc3.weight,81,12,0
fc3.weight,82,12,0
fc3.weight,83,12,0
fc3.weight,84,12,0
fc3.weight,85,12,0
fc3.weight,86,12,0
fc3.weight,87,12,0
fc3.weight,88,12,0
fc3.weight,89,12,0
fc3.weight,90,12,0
fc3.weight,91,12,0
fc3.weight,92,12,0
fc3.weight,93,12,0
fc3.weight,94,12,0
fc3.weight,95,12,0
fc3.weight,96,12,0
fc3.weight,97,12,0
fc3.weight,98,12,0
fc3.weight,99,12,0
fc3.weight,100,12,0
fc3.weight,101,12,0
fc3.weight,102,12,0
fc3.weight,103,12,0
fc3.weight,104,12,0
fc3.weight,105,12,0
fc3.weight,106,12,0
fc3.weight,107,12,0
fc3.weight,108,12,0
fc3.weight,109,12,0
fc3.weight,110,12,0
fc3.weight,111,12,0
fc3.weight,112,12,0
fc3.weight,113,12,0
fc3.weight,114,12,0
fc3.weight,115,12,0
fc3.weight,116,12,0
fc3.weight,117,12,0
fc3.weight,118,12,0
fc3.weight,119,12,0
fc3.weight,120,12,0
fc3.weight,121,12,0
fc3.weight,122,12,0
fc3.weight,123,12,0
fc3.weight,124,12,0
fc3.weight,125,12,0
fc3.weight,126,12,0
fc3.weight,127,12,0
fc3.weight,0,13,0
fc3.weight,1,13,0
fc3.weight,2,13,0
fc3.weight,3,13,0
fc3.weight,4,13,0
fc3.weight,5,13,0
fc3.weight,6,13,0
fc3.weight,7,13,0
fc3.weight,8,13,0
fc3.weight,9,13,0
fc3.weight,10,13,0
fc3.weight,11,13,0
fc3.weight,12,13,0
fc3.weight,13,13,0
fc3.weight,14,13,0
fc3.weight,15,13,0
fc3.weight,16,13,0
fc3.weight,17,13,0
fc3.weight,18,13,0
fc3.weight,19,13,0
fc3.weight,20,13,0
fc3.weight,21,13,0
fc3.weight,22,13,0
fc3.weight,23,13,0
fc3.weight,24,13,0
fc3.weight,25,13,0
fc3.weight,26,13,0
fc3.weight,27,13,0
fc3.weight,28,13,0
fc3.weight,29,13,0
fc3.weight,30,13,0
fc3.weight,31,13,0
fc3.weight,32,13,0
fc3.weight,33,13,0
fc3.weight,34,13,0
fc3.weight,35,13,0
fc3.weight,36,13,0
fc3.weight,37,13,0
fc3.weight,38,13,0
fc3.weight,39,13,0
fc3.weight,40,13,0
fc3.weight,41,13,0
fc3.weight,42,13,0
fc3.weight,43,13,0
fc3.weight,44,13,0
fc3.weight,45,13,0
fc3.weight,46,13,0
fc3.weight,47,13,0
fc3.weight,48,13,0
fc3.weight,49,13,0
fc3.weight,50,13,0
fc3.weight,51,13,0
fc3.weight,52,13,0
fc3.weight,53,13,0
fc3.weight,54,13,0
fc3.weight,55,13,0
fc3.weight,56,13,0
fc3.weight,57,13,0
fc3.weight,58,13,0
fc3.weight,59,13,0
fc3.weight,60,13,0
fc3.weight,61,13,0
fc3.weight,62,13,0
fc3.weight,63,13,0
fc3.weight,64,13,0
fc3.weight,65,13,0
fc3.weight,66,13,0
fc3.weight,67,13,0
fc3.weight,68,13,0
fc3.weight,69,13,0
fc3.weight,70,13,0
fc3.weight,71,13,0
fc3.weight,72,13,0
fc3.weight,73,13,0
fc3.weight,74,13,0
fc3.weight,75,13,0
fc3.weight,76,13,0
fc3.weight,77,13,0
fc3.weight,78,13,0
fc3.weight,79,13,0
fc3.weight,80,13,0
fc3.weight,81,13,0
fc3.weight,82,13,0
fc3.weight,83,13,0
fc3.weight,84,13,0
fc3.weight,85,13,0
fc3.weight,86,13,0
fc3.weight,87,13,0
fc3.weight,88,13,0
fc3.weight,89,13,0
fc3.weight,90,13,0
fc3.weight,91,13,0
fc3.weight,92,13,0
fc3.weight,93,13,0
fc3.weight,94,13,0
fc3.weight,95,13,0
fc3.weight,96,13,0
fc3.weight,97,13,0
fc3.weight,98,13,0
fc3.weight,99,13,0
fc3.weight,100,13,0
fc3.weight,101,13,0
fc3.weight,102,13,0
fc3.weight,103,13,0
fc3.weight,104,13,0
fc3.weight,105,13,0
fc3.weight,106,13,0
fc3.weight,107,13,0
fc3.weight,108,13,0
fc3.weight,109,13,0
fc3.weight,110,13,0
fc3.weight,111,13,0
fc3.weight,112,13,0
fc3.weight,113,13,0
fc3.weight,114,13,0
fc3.weight,115,13,0
fc3.weight,116,13,0
fc3.weight,117,13,0
fc3.weight,118,13,0
fc3.weight,119,13,0
fc3.weight,120,13,0
fc3.weight,121,13,0
fc3.weight,122,13,0
fc3.weight,123,13,0
fc3.weight,124,13,0
fc3.weight,125,13,0
fc3.weight,126,13,0
fc3.weight,127,13,0
fc3.weight,0,14,-357
fc3.weight,1,14,-378
fc3.weight,2,14,414
fc3.weight,3,14,-22
fc3.weight,4,14,0
fc3.weight,5,14,0
fc3.weight,6,14,-1084
fc3.weight,7,14,-363
fc3.weight,8,14,1134
fc3.weight,9,14,0
fc3.weight,10,14,-2398
fc3.weight,11,14,-1495
fc3.weight,12,14,61
fc3.weight,13,14,22
fc3.weight,14,14,0
fc3.weight,15,14,0
fc3.weight,16,14,-1996
fc3.weight,17,14,-222
fc3.weight,18,14,0
fc3.weight,19,14,174
fc3.weight,20,14,-36
fc3.weight,21,14,364
fc3.weight,22,14,421
fc3.weight,23,14,-911
fc3.weight,24,14,-195
fc3.weight,25,14,-631
fc3.weight,26,14,-143
fc3.weight,27,14,0
fc3.weight,28,14,-2190
fc3.weight,29,14,0
fc3.weight,30,14,0
fc3.weight,31,14,630
fc3.weight,32,14,-303
fc3.weight,33,14,0
fc3.weight,34,14,0
fc3.weight,35,14,824
fc3.weight,36,14,-963
fc3.weight,37,14,0
fc3.weight,38,14,36
fc3.weight,39,14,0
fc3.weight,40,14,21
fc3.weight,41,14,0
fc3.weight,42,14,113
fc3.weight,43,14,-1022
fc3.weight,44,14,0
fc3.weight,45,14,-564
fc3.weight,46,14,0
fc3.weight,47,14,-304
fc3.weight,48,14,45
fc3.weight,49,14,524
fc3.weight,50,14,349
fc3.weight,51,14,545
fc3.weight,52,14,-484
fc3.weight,53,14,0
fc3.weight,54,14,217
fc3.weight,55,14,-1341
fc3.weight,56,14,0
fc3.weight,57,14,240
fc3.weight,58,14,-123
fc3.weight,59,14,-127
fc3.weight,60,14,0
fc3.weight,61,14,45
fc3.weight,62,14,0
fc3.weight,63,14,0
fc3.weight,64,14,0
fc3.weight,65,14,-5089
fc3.weight,66,14,1080
fc3.weight,67,14,-1799
fc3.weight,68,14,126
fc3.weight,69,14,547
fc3.weight,70,14,-640
fc3.weight,71,14,0
fc3.weight,72,14,271
fc3.weight,73,14,88
fc3.weight,74,14,-166
fc3.weight,75,14,86
fc3.weight,76,14,278
fc3.weight,77,14,170
fc3.weight,78,14,1793
fc3.weight,79,14,0
fc3.weight,80,14,0
fc3.weight,81,14,0
fc3.weight,82,14,-92
fc3.weight,83,14,0
fc3.weight,84,14,0
fc3.weight,85,14,0
fc3.weight,86,14,-133
fc3.weight,87,14,0
fc3.weight,88,14,0
fc3.weight,89,14,-1217
fc3.weight,90,14,0
fc3.weight,91,14,-31
fc3.weight,92,14,-514
fc3.weight,93,14,-329
fc3.weight,94,14,-173
fc3.weight,95,14,-133
fc3.weight,96,14,-26
fc3.weight,97,14,-817
fc3.weight,98,14,0
fc3.weight,99,14,304
fc3.weight,100,14,0
fc3.weight,101,14,14
fc3.weight,102,14,-79
fc3.weight,103,14,97
fc3.weight,104,14,502
fc3.weight,105,14,59
fc3.weight,106,14,-7855
fc3.weight,107,14,0
fc3.weight,108,14,114
fc3.weight,109,14,334
fc3.weight,110,14,0
fc3.weight,111,14,345
fc3.weight,112,14,165
fc3.weight,113,14,0
fc3.weight,114,14,-3065
fc3.weight,115,14,-152
fc3.weight,116,14,-320
fc3.weight,117,14,-5802
fc3.weight,118,14,0
fc3.weight,119,14,0
fc3.weight,120,14,342
fc3.weight,121,14,0
fc3.weight,122,14,0
fc3.weight,123,14,1841
fc3.weight,124,14,-14
fc3.weight,125,14,241
fc3.weight,126,14,106
fc3.weight,127,14,-4121
fc3.weight,0,15,0
fc3.weight,1,15,0
fc3.weight,2,15,0
fc3.weight,3,15,0
fc3.weight,4,15,0
fc3.weight,5,15,0
fc3.weight,6,15,0
fc3.weight,7,15,0
fc3.weight,8,15,0
fc3.weight,9,15,0
fc3.weight,10,15,0
fc3.weight,11,15,0
fc3.weight,12,15,0
fc3.weight,13,15,0
fc3.weight,14,15,0
fc3.weight,15,15,0
fc3.weight,16,15,0
fc3.weight,17,15,0
fc3.weight,18,15,0
fc3.weight,19,15,0
fc3.weight,20,15,0
fc3.weight,21,15,0
fc3.weight,22,15,0
fc3.weight,23,15,0
fc3.weight,24,15,0
fc3.weight,25,15,0
fc3.weight,26,15,0
fc3.weight,27,15,0
fc3.weight,28,15,0
fc3.weight,29,15,0
fc3.weight,30,15,0
fc3.weight,31,15,0
fc3.weight,32,15,0
fc3.weight,33,15,0
fc3.weight,34,15,0
fc3.weight,35,15,0
fc3.weight,36,15,0
fc3.weight,37,15,0
fc3.weight,38,15,0
fc3.weight,39,15,0
fc3.weight,40,15,0
fc3.weight,41,15,0
fc3.weight,42,15,0
fc3.weight,43,15,0
fc3.weight,44,15,0
fc3.weight,45,15,0
fc3.weight,46,15,0
fc3.weight,47,15,0
fc3.weight,48,15,0
fc3.weight,49,15,0
fc3.weight,50,15,0
fc3.weight,51,15,0
fc3.weight,52,15,0
fc3.weight,53,15,0
fc3.weight,54,15,0
fc3.weight,55,15,0
fc3.weight,56,15,0
fc3.weight,57,15,0
fc3.weight,58,15,0
fc3.weight,59,15,0
fc3.weight,60,15,0
fc3.weight,61,15,0
fc3.weight,62,15,0
fc3.weight,63,15,0
fc3.weight,64,15,0
fc3.weight,65,15,0
fc3.weight,66,15,0
fc3.weight,67,15,0
fc3.weight,68,15,0
fc3.weight,69,15,0
fc3.weight,70,15,0
fc3.weight,71,15,0
fc3.weight,72,15,0
fc3.weight,73,15,0
fc3.weight,74,15,0
fc3.weight,75,15,0
fc3.weight,76,15,0
fc3.weight,77,15,0
fc3.weight,78,15,0
fc3.weight,79,15,0
fc3.weight,80,15,0
fc3.weight,81,15,0
fc3.weight,82,15,0
fc3.weight,83,15,0
fc3.weight,84,15,0
fc3.weight,85,15,0
fc3.weight,86,15,0
fc3.weight,87,15,0
fc3.weight,88,15,0
fc3.weight,89,15,0
fc3.weight,90,15,0
fc3.weight,91,15,0
fc3.weight,92,15,0
fc3.weight,93,15,0
fc3.weight,94,15,0
fc3.weight,95,15,0
fc3.weight,96,15,0
fc3.weight,97,15,0
fc3.weight,98,15,0
fc3.weight,99,15,0
fc3.weight,100,15,0
fc3.weight,101,15,0
fc3.weight,102,15,0
fc3.weight,103,15,0
fc3.weight,104,15,0
fc3.weight,105,15,0
fc3.weight,106,15,0
fc3.weight,107,15,0
fc3.weight,108,15,0
fc3.weight,109,15,0
fc3.weight,110,15,0
fc3.weight,111,15,0
fc3.weight,112,15,0
fc3.weight,113,15,0
fc3.weight,114,15,0
fc3.weight,115,15,0
fc3.weight,116,15,0
fc3.weight,117,15,0
fc3.weight,118,15,0
fc3.weight,119,15,0
fc3.weight,120,15,0
fc3.weight,121,15,0
fc3.weight,122,15,0
fc3.weight,123,15,0
fc3.weight,124,15,0
fc3.weight,125,15,0
fc3.weight,126,15,0
fc3.weight,127,15,0
fc3.weight,0,16,0
fc3.weight,1,16,0
fc3.weight,2,16,0
fc3.weight,3,16,0
fc3.weight,4,16,0
fc3.weight,5,16,0
fc3.weight,6,16,0
fc3.weight,7,16,0
fc3.weight,8,16,0
fc3.weight,9,16,0
fc3.weight,10,16,0
fc3.weight,11,16,0
fc3.weight,12,16,0
fc3.weight,13,16,0
fc3.weight,14,16,0
fc3.weight,15,16,0
fc3.weight,16,16,0
fc3.weight,17,16,0
fc3.weight,18,16,0
fc3.weight,19,16,0
fc3.weight,20,16,0
fc3.weight,21,16,0
fc3.weight,22,16,0
fc3.weight,23,16,0
fc3.weight,24,16,0
fc3.weight,25,16,0
fc3.weight,26,16,0
fc3.weight,27,16,0
fc3.weight,28,16,0
fc3.weight,29,16,0
fc3.weight,30,16,0
fc3.weight,31,16,0
fc3.weight,32,16,0
fc3.weight,33,16,0
fc3.weight,34,16,0
fc3.weight,35,16,0
fc3.weight,36,16,0
fc3.weight,37,16,0
fc3.weight,38,16,0
fc3.weight,39,16,0
fc3.weight,40,16,0
fc3.weight,41,16,0
fc3.weight,42,16,0
fc3.weight,43,16,0
fc3.weight,44,16,0
fc3.weight,45,16,0
fc3.weight,46,16,0
fc3.weight,47,16,0
fc3.weight,48,16,0
fc3.weight,49,16,0
fc3.weight,50,16,0
fc3.weight,51,16,0
fc3.weight,52,16,0
fc3.weight,53,16,0
fc3.weight,54,16,0
fc3.weight,55,16,0
fc3.weight,56,16,0
fc3.weight,57,16,0
fc3.weight,58,16,0
fc3.weight,59,16,0
fc3.weight,60,16,0
fc3.weight,61,16,0
fc3.weight,62,16,0
fc3.weight,63,16,0
fc3.weight,64,16,0
fc3.weight,65,16,0
fc3.weight,66,16,0
fc3.weight,67,16,0
fc3.weight,68,16,0
fc3.weight,69,16,0
fc3.weight,70,16,0
fc3.weight,71,16,0
fc3.weight,72,16,0
fc3.weight,73,16,0
fc3.weight,74,16,0
fc3.weight,75,16,0
fc3.weight,76,16,0
fc3.weight,77,16,0
fc3.weight,78,16,0
fc3.weight,79,16,0
fc3.weight,80,16,0
fc3.weight,81,16,0
fc3.weight,82,16,0
fc3.weight,83,16,0
fc3.weight,84,16,0
fc3.weight,85,16,0
fc3.weight,86,16,0
fc3.weight,87,16,0
fc3.weight,88,16,0
fc3.weight,89,16,0
fc3.weight,90,16,0
fc3.weight,91,16,0
fc3.weight,92,16,0
fc3.weight,93,16,0
fc3.weight,94,16,0
fc3.weight,95,16,0
fc3.weight,96,16,0
fc3.weight,97,16,0
fc3.weight,98,16,0
fc3.weight,99,16,0
fc3.weight,100,16,0
fc3.weight,101,16,0
fc3.weight,102,16,0
fc3.weight,103,16,0
fc3.weight,104,16,0
fc3.weight,105,16,0
fc3.weight,106,16,0
fc3.weight,107,16,0
fc3.weight,108,16,0
fc3.weight,109,16,0
fc3.weight,110,16,0
fc3.weight,111,16,0
fc3.weight,112,16,0
fc3.weight,113,16,0
fc3.weight,114,16,0
fc3.weight,115,16,0
fc3.weight,116,16,0
fc3.weight,117,16,0
fc3.weight,118,16,0
fc3.weight,119,16,0
fc3.weight,120,16,0
fc3.weight,121,16,0
fc3.weight,122,16,0
fc3.weight,123,16,0
fc3.weight,124,16,0
fc3.weight,125,16,0
fc3.weight,126,16,0
fc3.weight,127,16,0
fc3.weight,0,17,0
fc3.weight,1,17,0
fc3.weight,2,17,0
fc3.weight,3,17,0
fc3.weight,4,17,0
fc3.weight,5,17,0
fc3.weight,6,17,0
fc3.weight,7,17,0
fc3.weight,8,17,0
fc3.weight,9,17,0
fc3.weight,10,17,0
fc3.weight,11,17,0
fc3.weight,12,17,0
fc3.weight,13,17,0
fc3.weight,14,17,0
fc3.weight,15,17,0
fc3.weight,16,17,0
fc3.weight,17,17,0
fc3.weight,18,17,0
fc3.weight,19,17,0
fc3.weight,20,17,0
fc3.weight,21,17,0
fc3.weight,22,17,0
fc3.weight,23,17,0
fc3.weight,24,17,0
fc3.weight,25,17,0
fc3.weight,26,17,0
fc3.weight,27,17,0
fc3.weight,28,17,0
fc3.weight,29,17,0
fc3.weight,30,17,0
fc3.weight,31,17,0
fc3.weight,32,17,0
fc3.weight,33,17,0
fc3.weight,34,17,0
fc3.weight,35,17,0
fc3.weight,36,17,0
fc3.weight,37,17,0
fc3.weight,38,17,0
fc3.weight,39,17,0
fc3.weight,40,17,0
fc3.weight,41,17,0
fc3.weight,42,17,0
fc3.weight,43,17,0
fc3.weight,44,17,0
fc3.weight,45,17,0
fc3.weight,46,17,0
fc3.weight,47,17,0
fc3.weight,48,17,0
fc3.weight,49,17,0
fc3.weight,50,17,0
fc3.weight,51,17,0
fc3.weight,52,17,0
fc3.weight,53,17,0
fc3.weight,54,17,0
