layer,input_index,output_index,weight
fc2.weight,5,10,-757
fc2.weight,6,10,387
fc2.weight,7,10,-6
fc2.weight,8,10,102
fc2.weight,9,10,-1844
fc2.weight,10,10,-307
fc2.weight,11,10,201
fc2.weight,12,10,3
fc2.weight,13,10,1971
fc2.weight,14,10,1322
fc2.weight,15,10,-220
fc2.weight,16,10,-900
fc2.weight,17,10,0
fc2.weight,18,10,320
fc2.weight,19,10,249
fc2.weight,20,10,239
fc2.weight,21,10,728
fc2.weight,22,10,-336
fc2.weight,23,10,1991
fc2.weight,24,10,74
fc2.weight,25,10,-2554
fc2.weight,26,10,-273
fc2.weight,27,10,567
fc2.weight,28,10,-466
fc2.weight,29,10,1522
fc2.weight,30,10,483
fc2.weight,31,10,-99
fc2.weight,32,10,0
fc2.weight,33,10,0
fc2.weight,34,10,-46
fc2.weight,35,10,1556
fc2.weight,36,10,372
fc2.weight,37,10,432
fc2.weight,38,10,0
fc2.weight,39,10,-403
fc2.weight,40,10,-2572
fc2.weight,41,10,770
fc2.weight,42,10,-258
fc2.weight,43,10,-3278
fc2.weight,44,10,-2003
fc2.weight,45,10,1134
fc2.weight,46,10,0
fc2.weight,47,10,-977
fc2.weight,48,10,0
fc2.weight,49,10,1268
fc2.weight,50,10,1378
fc2.weight,51,10,-191
fc2.weight,52,10,0
fc2.weight,53,10,0
fc2.weight,54,10,-122
fc2.weight,55,10,0
fc2.weight,56,10,1347
fc2.weight,57,10,0
fc2.weight,58,10,-1049
fc2.weight,59,10,-2384
fc2.weight,60,10,0
fc2.weight,61,10,45
fc2.weight,62,10,-95
fc2.weight,63,10,-2313
fc2.weight,0,11,-71
fc2.weight,1,11,-850
fc2.weight,2,11,477
fc2.weight,3,11,-16
fc2.weight,4,11,0
fc2.weight,5,11,-330
fc2.weight,6,11,-3639
fc2.weight,7,11,352
fc2.weight,8,11,111
fc2.weight,9,11,-1345
fc2.weight,10,11,-1231
fc2.weight,11,11,338
fc2.weight,12,11,-3044
fc2.weight,13,11,482
fc2.weight,14,11,450
fc2.weight,15,11,-819
fc2.weight,16,11,-738
fc2.weight,17,11,0
fc2.weight,18,11,-6090
fc2.weight,19,11,38
fc2.weight,20,11,-465
fc2.weight,21,11,-1543
fc2.weight,22,11,-1992
fc2.weight,23,11,-3230
fc2.weight,24,11,451
fc2.weight,25,11,-1025
fc2.weight,26,11,-5441
fc2.weight,27,11,-354
fc2.weight,28,11,550
fc2.weight,29,11,68
fc2.weight,30,11,-1373
fc2.weight,31,11,-1364
fc2.weight,32,11,0
fc2.weight,33,11,0
fc2.weight,34,11,-412
fc2.weight,35,11,-902
fc2.weight,36,11,1114
fc2.weight,37,11,-219
fc2.weight,38,11,0
fc2.weight,39,11,-91
fc2.weight,40,11,34
fc2.weight,41,11,-188
fc2.weight,42,11,-2491
fc2.weight,43,11,256
fc2.weight,44,11,161
fc2.weight,45,11,-14
fc2.weight,46,11,0
fc2.weight,47,11,-148
fc2.weight,48,11,0
fc2.weight,49,11,-5365
fc2.weight,50,11,-4202
fc2.weight,51,11,53
fc2.weight,52,11,0
fc2.weight,53,11,0
fc2.weight,54,11,102
fc2.weight,55,11,0
fc2.weight,56,11,321
fc2.weight,57,11,0
fc2.weight,58,11,152
fc2.weight,59,11,-26
fc2.weight,60,11,0
fc2.weight,61,11,21
fc2.weight,62,11,-110
fc2.weight,63,11,-4141
fc2.weight,0,12,1792
fc2.weight,1,12,-95
fc2.weight,2,12,-165
fc2.weight,3,12,-406
fc2.weight,4,12,0
fc2.weight,5,12,-672
fc2.weight,6,12,-260
fc2.weight,7,12,-633
fc2.weight,8,12,-718
fc2.weight,9,12,1708
fc2.weight,10,12,235
fc2.weight,11,12,-157
fc2.weight,12,12,-3035
fc2.weight,13,12,-477
fc2.weight,14,12,-6885
fc2.weight,15,12,-694
fc2.weight,16,12,481
fc2.weight,17,12,0
fc2.weight,18,12,384
fc2.weight,19,12,12
fc2.weight,20,12,-36
fc2.weight,21,12,2504
fc2.weight,22,12,2712
fc2.weight,23,12,1481
fc2.weight,24,12,-1
fc2.weight,25,12,-26
fc2.weight,26,12,274
fc2.weight,27,12,-2475
fc2.weight,28,12,727
fc2.weight,29,12,-407
fc2.weight,30,12,-1497
fc2.weight,31,12,620
fc2.weight,32,12,0
fc2.weight,33,12,0
fc2.weight,34,12,24
fc2.weight,35,12,-4160
fc2.weight,36,12,-587
fc2.weight,37,12,141
fc2.weight,38,12,0
fc2.weight,39,12,220
fc2.weight,40,12,-452
fc2.weight,41,12,-4
fc2.weight,42,12,-456
fc2.weight,43,12,-100
fc2.weight,44,12,-2076
fc2.weight,45,12,17
fc2.weight,46,12,0
fc2.weight,47,12,428
fc2.weight,48,12,0
fc2.weight,49,12,-3135
fc2.weight,50,12,85
fc2.weight,51,12,419
fc2.weight,52,12,0
fc2.weight,53,12,0
fc2.weight,54,12,455
fc2.weight,55,12,0
fc2.weight,56,12,-65
fc2.weight,57,12,0
fc2.weight,58,12,518
fc2.weight,59,12,-1303
fc2.weight,60,12,0
fc2.weight,61,12,-5150
fc2.weight,62,12,-12
fc2.weight,63,12,-103
fc2.weight,0,13,340
fc2.weight,1,13,-2295
fc2.weight,2,13,223
fc2.weight,3,13,-2297
fc2.weight,4,13,0
fc2.weight,5,13,-117
fc2.weight,6,13,135
fc2.weight,7,13,-1847
fc2.weight,8,13,-464
fc2.weight,9,13,-4939
fc2.weight,10,13,986
fc2.weight,11,13,174
fc2.weight,12,13,187
fc2.weight,13,13,-2301
fc2.weight,14,13,2937
fc2.weight,15,13,72
fc2.weight,16,13,-666
fc2.weight,17,13,0
fc2.weight,18,13,-2343
fc2.weight,19,13,-183
fc2.weight,20,13,-270
fc2.weight,21,13,41
fc2.weight,22,13,-4923
fc2.weight,23,13,-652
fc2.weight,24,13,203
fc2.weight,25,13,-4317
fc2.weight,26,13,446
fc2.weight,27,13,216
fc2.weight,28,13,-92
fc2.weight,29,13,-1260
fc2.weight,30,13,283
fc2.weight,31,13,-280
fc2.weight,32,13,0
fc2.weight,33,13,0
fc2.weight,34,13,-380
fc2.weight,35,13,-50
fc2.weight,36,13,-3756
fc2.weight,37,13,-454
fc2.weight,38,13,0
fc2.weight,39,13,77
fc2.weight,40,13,-178
fc2.weight,41,13,-4828
fc2.weight,42,13,-308
fc2.weight,43,13,111
fc2.weight,44,13,-2208
fc2.weight,45,13,1057
fc2.weight,46,13,0
fc2.weight,47,13,-205
fc2.weight,48,13,0
fc2.weight,49,13,2197
fc2.weight,50,13,589
fc2.weight,51,13,153
fc2.weight,52,13,0
fc2.weight,53,13,0
fc2.weight,54,13,118
fc2.weight,55,13,0
fc2.weight,56,13,-3166
fc2.weight,57,13,0
fc2.weight,58,13,-202
fc2.weight,59,13,-768
fc2.weight,60,13,0
fc2.weight,61,13,-15
fc2.weight,62,13,-48
fc2.weight,63,13,159
fc2.weight,0,14,0
fc2.weight,1,14,0
fc2.weight,2,14,0
fc2.weight,3,14,0
fc2.weight,4,14,0
fc2.weight,5,14,0
fc2.weight,6,14,0
fc2.weight,7,14,0
fc2.weight,8,14,0
fc2.weight,9,14,0
fc2.weight,10,14,0
fc2.weight,11,14,0
fc2.weight,12,14,0
fc2.weight,13,14,0
fc2.weight,14,14,0
fc2.weight,15,14,0
fc2.weight,16,14,0
fc2.weight,17,14,0
fc2.weight,18,14,0
fc2.weight,19,14,0
fc2.weight,20,14,0
fc2.weight,21,14,0
fc2.weight,22,14,0
fc2.weight,23,14,0
fc2.weight,24,14,0
fc2.weight,25,14,0
fc2.weight,26,14,0
fc2.weight,27,14,0
fc2.weight,28,14,0
fc2.weight,29,14,0
fc2.weight,30,14,0
fc2.weight,31,14,0
fc2.weight,32,14,0
fc2.weight,33,14,0
fc2.weight,34,14,0
fc2.weight,35,14,0
fc2.weight,36,14,0
fc2.weight,37,14,0
fc2.weight,38,14,0
fc2.weight,39,14,0
fc2.weight,40,14,0
fc2.weight,41,14,0
fc2.weight,42,14,0
fc2.weight,43,14,0
fc2.weight,44,14,0
fc2.weight,45,14,0
fc2.weight,46,14,0
fc2.weight,47,14,0
fc2.weight,48,14,0
fc2.weight,49,14,0
fc2.weight,50,14,0
fc2.weight,51,14,0
fc2.weight,52,14,0
fc2.weight,53,14,0
fc2.weight,54,14,0
fc2.weight,55,14,0
fc2.weight,56,14,0
fc2.weight,57,14,0
fc2.weight,58,14,0
fc2.weight,59,14,0
fc2.weight,60,14,0
fc2.weight,61,14,0
fc2.weight,62,14,0
fc2.weight,63,14,0
fc2.weight,0,15,0
fc2.weight,1,15,0
fc2.weight,2,15,0
fc2.weight,3,15,0
fc2.weight,4,15,0
fc2.weight,5,15,0
fc2.weight,6,15,0
fc2.weight,7,15,0
fc2.weight,8,15,0
fc2.weight,9,15,0
fc2.weight,10,15,0
fc2.weight,11,15,0
fc2.weight,12,15,0
fc2.weight,13,15,0
fc2.weight,14,15,0
fc2.weight,15,15,0
fc2.weight,16,15,0
fc2.weight,17,15,0
fc2.weight,18,15,0
fc2.weight,19,15,0
fc2.weight,20,15,0
fc2.weight,21,15,0
fc2.weight,22,15,0
fc2.weight,23,15,0
fc2.weight,24,15,0
fc2.weight,25,15,0
fc2.weight,26,15,0
fc2.weight,27,15,0
fc2.weight,28,15,0
fc2.weight,29,15,0
fc2.weight,30,15,0
fc2.weight,31,15,0
fc2.weight,32,15,0
fc2.weight,33,15,0
fc2.weight,34,15,0
fc2.weight,35,15,0
fc2.weight,36,15,0
fc2.weight,37,15,0
fc2.weight,38,15,0
fc2.weight,39,15,0
fc2.weight,40,15,0
fc2.weight,41,15,0
fc2.weight,42,15,0
fc2.weight,43,15,0
fc2.weight,44,15,0
fc2.weight,45,15,0
fc2.weight,46,15,0
fc2.weight,47,15,0
fc2.weight,48,15,0
fc2.weight,49,15,0
fc2.weight,50,15,0
fc2.weight,51,15,0
fc2.weight,52,15,0
fc2.weight,53,15,0
fc2.weight,54,15,0
fc2.weight,55,15,0
fc2.weight,56,15,0
fc2.weight,57,15,0
fc2.weight,58,15,0
fc2.weight,59,15,0
fc2.weight,60,15,0
fc2.weight,61,15,0
fc2.weight,62,15,0
fc2.weight,63,15,0
fc2.weight,0,16,-2001
fc2.weight,1,16,367
fc2.weight,2,16,-55
fc2.weight,3,16,1941
fc2.weight,4,16,0
fc2.weight,5,16,160
fc2.weight,6,16,-114
fc2.weight,7,16,1111
fc2.weight,8,16,-140
fc2.weight,9,16,221
fc2.weight,10,16,-106
fc2.weight,11,16,413
fc2.weight,12,16,-1
fc2.weight,13,16,-1032
fc2.weight,14,16,2407
fc2.weight,15,16,19
fc2.weight,16,16,265
fc2.weight,17,16,0
fc2.weight,18,16,921
fc2.weight,19,16,-462
fc2.weight,20,16,36
fc2.weight,21,16,4132
fc2.weight,22,16,109
fc2.weight,23,16,400
fc2.weight,24,16,-1632
fc2.weight,25,16,1168
fc2.weight,26,16,-380
fc2.weight,27,16,-141
fc2.weight,28,16,-752
fc2.weight,29,16,-489
fc2.weight,30,16,-1450
fc2.weight,31,16,252
fc2.weight,32,16,0
fc2.weight,33,16,0
fc2.weight,34,16,396
fc2.weight,35,16,-3560
fc2.weight,36,16,1212
fc2.weight,37,16,167
fc2.weight,38,16,0
fc2.weight,39,16,-72
fc2.weight,40,16,1376
fc2.weight,41,16,-92
fc2.weight,42,16,-176
fc2.weight,43,16,-974
fc2.weight,44,16,1826
fc2.weight,45,16,733
fc2.weight,46,16,0
fc2.weight,47,16,-1192
fc2.weight,48,16,0
fc2.weight,49,16,-733
fc2.weight,50,16,38
fc2.weight,51,16,-1485
fc2.weight,52,16,0
fc2.weight,53,16,0
fc2.weight,54,16,289
fc2.weight,55,16,0
fc2.weight,56,16,1187
fc2.weight,57,16,0
fc2.weight,58,16,-2350
fc2.weight,59,16,1457
fc2.weight,60,16,0
fc2.weight,61,16,-202
fc2.weight,62,16,70
fc2.weight,63,16,170
fc2.weight,0,17,-727
fc2.weight,1,17,-52
fc2.weight,2,17,519
fc2.weight,3,17,-540
fc2.weight,4,17,0
fc2.weight,5,17,-947
fc2.weight,6,17,-159
fc2.weight,7,17,46
fc2.weight,8,17,248
fc2.weight,9,17,-42
fc2.weight,10,17,35
fc2.weight,11,17,-842
fc2.weight,12,17,544
fc2.weight,13,17,258
fc2.weight,14,17,-196
fc2.weight,15,17,327
fc2.weight,16,17,-828
fc2.weight,17,17,0
fc2.weight,18,17,-204
fc2.weight,19,17,-171
fc2.weight,20,17,-1113
fc2.weight,21,17,-1403
fc2.weight,22,17,751
fc2.weight,23,17,1384
fc2.weight,24,17,-378
fc2.weight,25,17,33
fc2.weight,26,17,-400
fc2.weight,27,17,-290
fc2.weight,28,17,399
fc2.weight,29,17,-1062
fc2.weight,30,17,39
fc2.weight,31,17,-250
fc2.weight,32,17,0
fc2.weight,33,17,0
fc2.weight,34,17,708
fc2.weight,35,17,1566
fc2.weight,36,17,363
fc2.weight,37,17,-1068
fc2.weight,38,17,0
fc2.weight,39,17,247
fc2.weight,40,17,783
fc2.weight,41,17,186
fc2.weight,42,17,-431
fc2.weight,43,17,990
fc2.weight,44,17,-214
fc2.weight,45,17,1011
fc2.weight,46,17,0
fc2.weight,47,17,-116
fc2.weight,48,17,0
fc2.weight,49,17,-571
fc2.weight,50,17,165
fc2.weight,51,17,-128
fc2.weight,52,17,0
fc2.weight,53,17,0
fc2.weight,54,17,-636
fc2.weight,55,17,0
fc2.weight,56,17,723
fc2.weight,57,17,0
fc2.weight,58,17,282
fc2.weight,59,17,136
fc2.weight,60,17,0
fc2.weight,61,17,-617
fc2.weight,62,17,-1251
fc2.weight,63,17,-2361
fc2.weight,0,18,0
fc2.weight,1,18,0
fc2.weight,2,18,0
fc2.weight,3,18,0
fc2.weight,4,18,0
fc2.weight,5,18,0
fc2.weight,6,18,0
fc2.weight,7,18,0
fc2.weight,8,18,0
fc2.weight,9,18,0
fc2.weight,10,18,0
fc2.weight,11,18,0
fc2.weight,12,18,0
fc2.weight,13,18,0
fc2.weight,14,18,0
fc2.weight,15,18,0
fc2.weight,16,18,0
fc2.weight,17,18,0
fc2.weight,18,18,0
fc2.weight,19,18,0
fc2.weight,20,18,0
fc2.weight,21,18,0
fc2.weight,22,18,0
fc2.weight,23,18,0
fc2.weight,24,18,0
fc2.weight,25,18,0
fc2.weight,26,18,0
fc2.weight,27,18,0
fc2.weight,28,18,0
fc2.weight,29,18,0
fc2.weight,30,18,0
fc2.weight,31,18,0
fc2.weight,32,18,0
fc2.weight,33,18,0
fc2.weight,34,18,0
fc2.weight,35,18,0
fc2.weight,36,18,0
fc2.weight,37,18,0
fc2.weight,38,18,0
fc2.weight,39,18,0
fc2.weight,40,18,0
fc2.weight,41,18,0
fc2.weight,42,18,0
fc2.weight,43,18,0
fc2.weight,44,18,0
fc2.weight,45,18,0
fc2.weight,46,18,0
fc2.weight,47,18,0
fc2.weight,48,18,0
fc2.weight,49,18,0
fc2.weight,50,18,0
fc2.weight,51,18,0
fc2.weight,52,18,0
fc2.weight,53,18,0
fc2.weight,54,18,0
fc2.weight,55,18,0
fc2.weight,56,18,0
fc2.weight,57,18,0
fc2.weight,58,18,0
fc2.weight,59,18,0
fc2.weight,60,18,0
fc2.weight,61,18,0
fc2.weight,62,18,0
fc2.weight,63,18,0
fc2.weight,0,19,1411
fc2.weight,1,19,1504
fc2.weight,2,19,453
fc2.weight,3,19,1440
fc2.weight,4,19,0
fc2.weight,5,19,829
fc2.weight,6,19,-465
fc2.weight,7,19,-1027
fc2.weight,8,19,-24
fc2.weight,9,19,413
fc2.weight,10,19,116
fc2.weight,11,19,207
fc2.weight,12,19,328
fc2.weight,13,19,-3625
fc2.weight,14,19,-947
fc2.weight,15,19,-155
fc2.weight,16,19,-1076
fc2.weight,17,19,0
fc2.weight,18,19,-1244
fc2.weight,19,19,370
fc2.weight,20,19,-178
fc2.weight,21,19,-2278
fc2.weight,22,19,392
fc2.weight,23,19,-982
fc2.weight,24,19,-407
fc2.weight,25,19,-268
fc2.weight,26,19,-334
fc2.weight,27,19,-363
fc2.weight,28,19,161
fc2.weight,29,19,-255
fc2.weight,30,19,-685
fc2.weight,31,19,867
fc2.weight,32,19,0
fc2.weight,33,19,0
fc2.weight,34,19,380
fc2.weight,35,19,-627
fc2.weight,36,19,-2781
fc2.weight,37,19,-239
fc2.weight,38,19,0
fc2.weight,39,19,200
fc2.weight,40,19,-508
fc2.weight,41,19,-2889
fc2.weight,42,19,632
fc2.weight,43,19,-493
fc2.weight,44,19,-1431
fc2.weight,45,19,318
fc2.weight,46,19,0
fc2.weight,47,19,300
fc2.weight,48,19,0
fc2.weight,49,19,-258
fc2.weight,50,19,-1081
fc2.weight,51,19,254
fc2.weight,52,19,0
fc2.weight,53,19,0
fc2.weight,54,19,230
fc2.weight,55,19,0
fc2.weight,56,19,-974
fc2.weight,57,19,0
fc2.weight,58,19,-900
fc2.weight,59,19,-1488
fc2.weight,60,19,0
fc2.weight,61,19,-12
fc2.weight,62,19,36
fc2.weight,63,19,-534
fc2.weight,0,20,355
fc2.weight,1,20,-425
fc2.weight,2,20,-515
fc2.weight,3,20,1489
fc2.weight,4,20,0
fc2.weight,5,20,386
fc2.weight,6,20,397
fc2.weight,7,20,1559
fc2.weight,8,20,782
fc2.weight,9,20,477
fc2.weight,10,20,679
fc2.weight,11,20,841
fc2.weight,12,20,17
fc2.weight,13,20,-1546
fc2.weight,14,20,-636
fc2.weight,15,20,1280
fc2.weight,16,20,90
fc2.weight,17,20,0
fc2.weight,18,20,-306
fc2.weight,19,20,-335
fc2.weight,20,20,333
fc2.weight,21,20,-2335
fc2.weight,22,20,-405
fc2.weight,23,20,-224
fc2.weight,24,20,193
fc2.weight,25,20,-2077
fc2.weight,26,20,-1451
fc2.weight,27,20,-285
fc2.weight,28,20,-1231
fc2.weight,29,20,876
fc2.weight,30,20,-1149
fc2.weight,31,20,395
fc2.weight,32,20,0
fc2.weight,33,20,0
fc2.weight,34,20,921
fc2.weight,35,20,1208
fc2.weight,36,20,-1398
fc2.weight,37,20,387
fc2.weight,38,20,0
fc2.weight,39,20,471
fc2.weight,40,20,1225
fc2.weight,41,20,-1416
fc2.weight,42,20,364
fc2.weight,43,20,961
fc2.weight,44,20,-205
fc2.weight,45,20,-704
fc2.weight,46,20,0
fc2.weight,47,20,102
fc2.weight,48,20,0
fc2.weight,49,20,1522
fc2.weight,50,20,-185
fc2.weight,51,20,-472
fc2.weight,52,20,0
fc2.weight,53,20,0
fc2.weight,54,20,402
fc2.weight,55,20,0
fc2.weight,56,20,163
fc2.weight,57,20,0
fc2.weight,58,20,1221
fc2.weight,59,20,407
fc2.weight,60,20,0
fc2.weight,61,20,-551
fc2.weight,62,20,145
fc2.weight,63,20,947
fc2.weight,0,21,1372
fc2.weight,1,21,-1955
fc2.weight,2,21,355
fc2.weight,3,21,-5
fc2.weight,4,21,0
fc2.weight,5,21,-67
fc2.weight,6,21,-989
fc2.weight,7,21,-367
fc2.weight,8,21,-473
fc2.weight,9,21,1329
fc2.weight,10,21,930
fc2.weight,11,21,1412
fc2.weight,12,21,-329
fc2.weight,13,21,1
fc2.weight,14,21,-185
fc2.weight,15,21,96
fc2.weight,16,21,1240
fc2.weight,17,21,0
fc2.weight,18,21,-151
fc2.weight,19,21,-248
fc2.weight,20,21,840
fc2.weight,21,21,849
fc2.weight,22,21,-143
fc2.weight,23,21,-510
fc2.weight,24,21,370
fc2.weight,25,21,197
fc2.weight,26,21,-31
fc2.weight,27,21,-1552
fc2.weight,28,21,-1345
fc2.weight,29,21,-3638
fc2.weight,30,21,138
fc2.weight,31,21,642
fc2.weight,32,21,0
fc2.weight,33,21,0
fc2.weight,34,21,-61
fc2.weight,35,21,-1153
fc2.weight,36,21,126
fc2.weight,37,21,818
fc2.weight,38,21,0
fc2.weight,39,21,753
fc2.weight,40,21,-158
fc2.weight,41,21,80
fc2.weight,42,21,-1233
fc2.weight,43,21,-1235
fc2.weight,44,21,-550
fc2.weight,45,21,-390
fc2.weight,46,21,0
fc2.weight,47,21,-364
fc2.weight,48,21,0
fc2.weight,49,21,-729
fc2.weight,50,21,2531
fc2.weight,51,21,-78
fc2.weight,52,21,0
fc2.weight,53,21,0
fc2.weight,54,21,1182
fc2.weight,55,21,0
fc2.weight,56,21,-296
fc2.weight,57,21,0
fc2.weight,58,21,319
fc2.weight,59,21,469
fc2.weight,60,21,0
fc2.weight,61,21,126
fc2.weight,62,21,836
fc2.weight,63,21,422
fc2.weight,0,22,431
fc2.weight,1,22,-4696
fc2.weight,2,22,302
fc2.weight,3,22,2216
fc2.weight,4,22,0
fc2.weight,5,22,24
fc2.weight,6,22,-488
fc2.weight,7,22,2319
fc2.weight,8,22,-85
fc2.weight,9,22,-3038
fc2.weight,10,22,-102
fc2.weight,11,22,715
fc2.weight,12,22,134
fc2.weight,13,22,-263
fc2.weight,14,22,-1601
fc2.weight,15,22,-551
fc2.weight,16,22,1279
fc2.weight,17,22,0
fc2.weight,18,22,1999
fc2.weight,19,22,-510
fc2.weight,20,22,963
fc2.weight,21,22,3331
fc2.weight,22,22,-3512
fc2.weight,23,22,110
fc2.weight,24,22,33
fc2.weight,25,22,-1487
fc2.weight,26,22,782
fc2.weight,27,22,596
fc2.weight,28,22,-1076
fc2.weight,29,22,-757
fc2.weight,30,22,-670
fc2.weight,31,22,-593
fc2.weight,32,22,0
fc2.weight,33,22,0
fc2.weight,34,22,2
fc2.weight,35,22,860
fc2.weight,36,22,753
fc2.weight,37,22,1198
fc2.weight,38,22,0
fc2.weight,39,22,-86
fc2.weight,40,22,-1461
fc2.weight,41,22,309
fc2.weight,42,22,-477
fc2.weight,43,22,-223
fc2.weight,44,22,-815
fc2.weight,45,22,493
fc2.weight,46,22,0
fc2.weight,47,22,-664
fc2.weight,48,22,0
fc2.weight,49,22,132
fc2.weight,50,22,414
fc2.weight,51,22,-49
fc2.weight,52,22,0
fc2.weight,53,22,0
fc2.weight,54,22,1284
fc2.weight,55,22,0
fc2.weight,56,22,537
fc2.weight,57,22,0
fc2.weight,58,22,-1250
fc2.weight,59,22,-471
fc2.weight,60,22,0
fc2.weight,61,22,512
fc2.weight,62,22,497
fc2.weight,63,22,616
fc2.weight,0,23,468
fc2.weight,1,23,-630
fc2.weight,2,23,136
fc2.weight,3,23,-174
fc2.weight,4,23,0
fc2.weight,5,23,1208
fc2.weight,6,23,-203
fc2.weight,7,23,880
fc2.weight,8,23,545
fc2.weight,9,23,973
fc2.weight,10,23,503
fc2.weight,11,23,971
fc2.weight,12,23,269
fc2.weight,13,23,-306
fc2.weight,14,23,201
fc2.weight,15,23,522
fc2.weight,16,23,-1642
fc2.weight,17,23,0
fc2.weight,18,23,-2651
fc2.weight,19,23,-822
fc2.weight,20,23,493
fc2.weight,21,23,-655
fc2.weight,22,23,-612
fc2.weight,23,23,2138
fc2.weight,24,23,-368
fc2.weight,25,23,3534
fc2.weight,26,23,892
fc2.weight,27,23,452
fc2.weight,28,23,-1079
fc2.weight,29,23,2106
fc2.weight,30,23,-1334
fc2.weight,31,23,58
fc2.weight,32,23,0
fc2.weight,33,23,0
fc2.weight,34,23,-397
fc2.weight,35,23,679
fc2.weight,36,23,129
fc2.weight,37,23,403
fc2.weight,38,23,0
fc2.weight,39,23,289
fc2.weight,40,23,-1341
fc2.weight,41,23,-136
fc2.weight,42,23,486
fc2.weight,43,23,716
fc2.weight,44,23,-2049
fc2.weight,45,23,-21
fc2.weight,46,23,0
fc2.weight,47,23,-1302
fc2.weight,48,23,0
fc2.weight,49,23,-990
fc2.weight,50,23,1331
fc2.weight,51,23,-129
fc2.weight,52,23,0
fc2.weight,53,23,0
fc2.weight,54,23,333
fc2.weight,55,23,0
fc2.weight,56,23,-168
fc2.weight,57,23,0
fc2.weight,58,23,335
fc2.weight,59,23,-572
fc2.weight,60,23,0
fc2.weight,61,23,629
fc2.weight,62,23,217
fc2.weight,63,23,-85
fc2.weight,0,24,374
fc2.weight,1,24,-4536
fc2.weight,2,24,3689
fc2.weight,3,24,-1294
fc2.weight,4,24,0
fc2.weight,5,24,21
fc2.weight,6,24,-1178
fc2.weight,7,24,356
fc2.weight,8,24,-384
fc2.weight,9,24,81
fc2.weight,10,24,-98
fc2.weight,11,24,-38
fc2.weight,12,24,-120
fc2.weight,13,24,-1930
fc2.weight,14,24,-2252
fc2.weight,15,24,48
fc2.weight,16,24,864
fc2.weight,17,24,0
fc2.weight,18,24,-6602
fc2.weight,19,24,-139
fc2.weight,20,24,-266
fc2.weight,21,24,-2673
fc2.weight,22,24,-1077
fc2.weight,23,24,-1611
fc2.weight,24,24,-536
fc2.weight,25,24,-2736
fc2.weight,26,24,208
fc2.weight,27,24,-207
fc2.weight,28,24,435
fc2.weight,29,24,-1953
fc2.weight,30,24,-47
fc2.weight,31,24,1727
fc2.weight,32,24,0
fc2.weight,33,24,0
fc2.weight,34,24,252
fc2.weight,35,24,-501
fc2.weight,36,24,1113
fc2.weight,37,24,-156
fc2.weight,38,24,0
fc2.weight,39,24,-455
fc2.weight,40,24,20
fc2.weight,41,24,829
fc2.weight,42,24,-2443
fc2.weight,43,24,13
fc2.weight,44,24,256
fc2.weight,45,24,502
fc2.weight,46,24,0
fc2.weight,47,24,-213
fc2.weight,48,24,0
fc2.weight,49,24,-563
fc2.weight,50,24,49
fc2.weight,51,24,57
fc2.weight,52,24,0
fc2.weight,53,24,0
fc2.weight,54,24,235
fc2.weight,55,24,0
fc2.weight,56,24,436
fc2.weight,57,24,0
fc2.weight,58,24,-111
fc2.weight,59,24,423
fc2.weight,60,24,0
fc2.weight,61,24,-161
fc2.weight,62,24,-192
fc2.weight,63,24,-3987
fc2.weight,0,25,-484
fc2.weight,1,25,-316
fc2.weight,2,25,-1979
fc2.weight,3,25,1163
fc2.weight,4,25,0
fc2.weight,5,25,274
fc2.weight,6,25,319
fc2.weight,7,25,-1619
fc2.weight,8,25,-811
fc2.weight,9,25,231
fc2.weight,10,25,-1864
fc2.weight,11,25,273
fc2.weight,12,25,596
fc2.weight,13,25,803
fc2.weight,14,25,892
fc2.weight,15,25,-85
fc2.weight,16,25,1316
fc2.weight,17,25,0
fc2.weight,18,25,1675
fc2.weight,19,25,-263
fc2.weight,20,25,-830
fc2.weight,21,25,312
fc2.weight,22,25,209
fc2.weight,23,25,575
fc2.weight,24,25,299
fc2.weight,25,25,1772
fc2.weight,26,25,582
fc2.weight,27,25,544
fc2.weight,28,25,423
fc2.weight,29,25,642
fc2.weight,30,25,377
fc2.weight,31,25,-339
fc2.weight,32,25,0
fc2.weight,33,25,0
fc2.weight,34,25,-885
fc2.weight,35,25,180
fc2.weight,36,25,610
fc2.weight,37,25,-666
fc2.weight,38,25,0
fc2.weight,39,25,-2906
fc2.weight,40,25,356
fc2.weight,41,25,1541
fc2.weight,42,25,-771
fc2.weight,43,25,-942
fc2.weight,44,25,915
fc2.weight,45,25,45
fc2.weight,46,25,0
fc2.weight,47,25,-612
fc2.weight,48,25,0
fc2.weight,49,25,-304
fc2.weight,50,25,989
fc2.weight,51,25,71
fc2.weight,52,25,0
fc2.weight,53,25,0
fc2.weight,54,25,-946
fc2.weight,55,25,0
fc2.weight,56,25,-366
fc2.weight,57,25,0
fc2.weight,58,25,-1445
fc2.weight,59,25,-599
fc2.weight,60,25,0
fc2.weight,61,25,166
fc2.weight,62,25,-321
fc2.weight,63,25,1345
fc2.weight,0,26,271
fc2.weight,1,26,343
fc2.weight,2,26,204
fc2.weight,3,26,-224
fc2.weight,4,26,0
fc2.weight,5,26,-310
fc2.weight,6,26,-5061
fc2.weight,7,26,-800
fc2.weight,8,26,424
fc2.weight,9,26,-4973
fc2.weight,10,26,470
fc2.weight,11,26,22
fc2.weight,12,26,-6943
fc2.weight,13,26,182
